God names,WtbD(Words to be defined)
"Jectin-ana/Geshtinanna 𒀭𒃾𒀭𒈾/𒀭𒂼𒃾𒀭𒈾/𒀭𒂼𒃾/Amashilama/Ama-cilama 𒀭𒂼𒉦𒈠/𒀭𒂼𒉣𒇬𒉣𒇬/Belet-eri/Belet-seri -  etymology: Unknown, meaning: Unknown
Geshtinanna etymology: Unknown,presumably old babylonian meaning: Unknown, Possibly ""The Good Vine of Heaven""
Amashilama  etymology: Unknown, meaning: Unknown
Belet-eri etymology: Unknown, meaning: Unknown
Belet-seri etymology: Unknown, possibly Sumerian meaning: Unknown, possibly ""The Bound Lady""","Auamma 𒀀𒅇𒀀𒀭𒈠 possible logographic meaning , logographically composed of the signs: ""Water/Watercourse-Also/Futhermore/Either/Or/Neither/Nor-to Rain-House"
"Bau 𒀭𒁀𒌑-  etymology: Unknown, meaning: Unknown, Written with logogram for ""gift"" and ""plant""","Alliliamma 𒀠𒇷𒇷𒀀𒀭𒈠 possible logographic meaning , logographically composed of the signs: ""Mattock/Pickaxe-to be richx2-to rain-Temple/house"
"Gula 𒀭𒄖𒆷/Ninnibru 𒀭𒃽𒂗𒆤𒆠/𒂵𒊭𒀭𒂗𒆤𒆠 - 
Gula etymology: Unknown, meaning: Unknown
Ninnibru etymology: Sumerian/Old Babylonian, meaning: ""Lady of Nippur""","ulili 𒅇𒇷𒇷 possible logographic meaning , logographically composed of the signs:""Also-To be rich/Juniperx2"""
"Antu 𒀭𒌈 -  etymology: Unknown,presumably Sumerian/Old Babylonian meaning: Unknown, possibly ""At Heaven's End"" ","bur-gia offerings 𒁓𒄄𒀀 possible logographic meaning ""Shallow Water Offering"" , logographically composed of the signs: ""Shallow Bowl-Return/Send-Water"
"Pabilsag 𒀭𒉺𒉈𒊕- etymology: Unknown, meaning: Unknown, cuneiform ""Branch""""Fire""""Foremost""","E-babbar/E-babbara 𒂍𒌓/𒂍𒌓𒌓/𒂍𒌓𒊏 possible logographic meaning ""The White/Shining House"" , logographically composed of the signs:"
" Nergal 𒀭𒄊𒀕𒃲/ Nergal-Meslamtaeda/Meclamta-Eda 𒀭𒈩𒇴𒋫𒌓𒁺𒀀/Erra𒀭𒀴𒊏/Lugal-Era 𒀭𒈗𒀴𒊏/Tispak/Ashtabi 𐎀𐎌𐎚𐎁/Lugal-Marda 𒀭𒈗𒀫𒁕/Onuris/Xshathra  -  
Nergal etymology: Romanized from Sumerian, meaning: exact meaning Unknown, possibly ""Lord of the Great City"" or ""Lord of the Great House/Dwelling""
Meclamta-Eda/Meclamta-Ea/Meslamta-Eda/Meslamta-Ea etymology: Sumerian, meaning: "" He Who Comes Out Of Meslam"" or ""The Young Hero Who Comes From The Shining Temple""
Erra  etymology: Unknown, possibly Sumerian meaning: Unknown,possibly ""The Warden"" or ""Slave Beater""
Lugal-Era etymology: Unknown, meaning: Unknown
Tispak etymology: Unknown, meaning: Unknown
Ashtabi etymology: East Semetic/PaleoSyrian, meaning: Unknown
Onuris etymology: Romanized from Egyptian ""jn-ḥrt "" meaning: ""He Who Brings Back the Distant One""/""He Who Carries What is Above Heaven""","E-nun-ana 𒂍𒉣𒀭𒈾  logographic meaning "" House of the Prince of Heaven"" , logographically composed of the signs:"
"Shala -  Wife of Adad etymology: Unknown, meaning: Unknown",E-nun
"Marduk 𒀭𒀫𒌓/Lugal-Dimmerankia 𒀭𒈗𒈕𒈨𒅕𒀭𒆠𒀀/𒀭𒈗𒈗𒄰𒈨𒅕𒀭𒆠𒀀/Asallubi/Asalluhi/Asarluhi (𒀭𒍂𒇽𒄭/𒀭𒍂𒇻𒄭)/Marukka 𒀭𒈠𒊒𒊌𒅗/Marutukku 𒀭𒈣𒋽𒌅𒊌𒅗/Mershakushu/Nari-Lugal-Dimmerankia 𒈾𒊑𒀭𒈗𒈕𒈨𒅕𒀭𒆠/Namtila𒉆𒋾𒆷𒉆/Namru/Asari 𒀭𒍂/Asaralim/Asaralimnunna/Ninshiku/Tutu 𒀭𒌅𒌅/Ziukkenna//Ziku 𒀭𒍣𒆪𒌝𒇉/Agaku/Tuku/Shazu/Zisi/Suhrim/Suhgurim/Zahrim/Zahgurim/Enbilulu/Epadun 𒂊𒉺𒌦/Enbilulu-Gugal/Hegal 𒀭𒃶𒅅/Sirsir(𒁎/𒀭𒋤𒀊𒋤𒀊/𒀭𒁍𒁍)/Malah 𒀭𒈣𒁺𒁺/Gil/Gilimma/Agilimma/Zulum 𒀭𒍪𒈝/Mummu/Zulummu/Gishnumunab 𒀭𒄑𒆰𒀖/Lugal-Abdubur 𒀭𒈗𒀖𒄭𒌋
/Pagal-Guenna 𒀭𒉽𒃲𒄘𒂗𒈾/Lugal-Durmah 𒀭𒈗𒁍𒈤/Aranunna 𒀭𒀉𒁺 𒉣𒈾/Dumuduku 𒀭𒌉𒇯𒆬/Lugal-Shuanna 𒈗𒋗 𒀭𒈾/Irugga 𒀭𒅕𒁁𒂵/Irqingu 𒀭𒅕𒆥𒄖/Kinma 𒀭𒆥𒈤/Dingir-Esizkur 𒀭𒂍𒀬𒀬/Gibil/Addu /Asharu/Ea/Bel-Marduk/Ba’al/Hadd/Seth/Vohu Manah/Panigingarra  -  

Marduk etymology: Old Babylonian, meaning: ""Calf of the Sun"" - Lugal-Dimmerankia etymology: Old Babylonian, meaning: ""Hero of the Bond of Heaven and Earth"" - Asalluhi/Asarluhi  tymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""The Good Life-line of Men""   - Marukka etymology: possibly Old Akkadain, meaning: Unknown, possibly ""Calf from the Lions Mouth"" - Marutukku etymology: possibly Sumerian/Akkadain, meaning: Unknown, possibly ""Calf of the Shining/White place"" - Mershakushu etymology:Unknown, meaning: Unknown - Namtila etymology:Sumerian, meaning: ""He Who Controls/Balances The Fate of The Living"" - Namru etymology:presumably Sumerian, possibly Akkadian meaning: Unknown, possibly ""He of Awe-Inspiring Radiance"" - Asari etymology:presumably Sumerian, possibly Akkadian meaning: Unknown, possibly ""Radiance That Shines Forth"" - Asaralim etymology:presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Bull Who Came Forth"" - Asaralimnunna etymology:presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Bull Who Came Forth as the Offspring of the Prince"" or  ""The Princely Offspring Who Came Forth as Bull"" - Ninshiku etymology: Unknown, meaning: Unknown,possibly ""Lord of the Bond"" in Old Babylonian or ""Lord of the Dam"" in Neo Babylonian or Neo Assyrian - Tutu etymology: presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Pure White"" - Ziukkenna etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""The Princely Life of The Land"" - Ziku etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly "" Life of The Land"" - Agaku etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly "" Crown of the Land"", though ""aga"" could refer to a crown, an axe, a herald, the North wind, or a storm - Tuku etymology: Unknown meaning: Unknown, possibly ""The Powerful/Mighty"" - Shazu etymology: Unknown meaning: Unknown - Zisi etymology: Unknown meaning: Unknown, possibly ""The Life Bringer"" - Suhrim etymology: Unknown meaning: Unknown - Suhgurim etymology: Unknown meaning: Unknown - Epadun etymology: presumably Sumerian, possibly Old Babylonian meaning: possibly ""The Lord of Open Country and Watercourses"" or ""The Lord of Levee and Open Country"" - Enbilulu-Gugal  etymology: Sumerian/Old Babylonian, meaning: ""The Foremost Lord That Stirs Up Abundance"" or "" The Foremost of Lords Who Stir up Abundance"" - Hegal  etymology: presumably Sumerian, possibly Old Babylonian meaning: possibly ""He Who Let There Be Abundance"" Literally ""abundance"" or ""let there be be"" - Sirsir  etymology: presumably Sumerian, possibly Old Babylonian meaning: possibly ""Binder of Flesh"" or  ""Binder of Entrails"" - Malah etymology: presumably Sumerian, possibly Old Babylonian meaning: possibly ""He Who Comes and Goes by Boat"" or  Literally ""The Sailor"" - Gil etymology: presumably Sumerian, possibly Old Babylonian meaning: possibly "" Harnesser"", ""Establisher"", or ""Lord of Open Country/Wind/Phantoms"" - Gilimma etymology: Unknown meaning: Unknown, possibly “Burning Star” or “Star of Destruction”- Agilimma etymology: Unknown meaning: Unknown - Zulum etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown  possibly ""The Fruit of the Date Palm"" - Zulummu etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown  possibly ""The Fruit of Knowledge"" - Gishnumunab etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown  possibly ""The Hero Progeny of the Sea"" - Lugal-Abdubur etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown  possibly ""The Hero of the Abzu"", ""The Hero the Foundation of the Sea""or The Bull Hero of the Sea - Pagal-Guenna  etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown  possibly ""The Great Prince of the  Throne Room"" or ""The Foremost Prince of Everything"" - Lugal-Durmah etymology: presumably Sumerian, possibly Old Babylonian meaning: presumably  ""The Hero of the Great Bond"" - Aranunna etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Praise or the Princely Offspring"",""Praise of the Offspring of An"", ""Ruiner of the Gods"" - Dumuduku etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Divine Son of the Holy Mound"" or "" Divine Son of Dukug"" - Lugal-Shuanna  etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: possibly "" The Hero of Babylonian"" - Irugga etymology:Unknown, meaning: Unknown - Irqingu etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""The Feller of Qingu"" - Kinma etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Overseer of the Workers"" - Dingir-Esizkur etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Divine Reaper of Mountains"" - Asharu etymology: Unknown meaning: Unknown - Ba’al etymology: Semitic meaning: ""Lord"" - Seth etymology: Romanization of Egyptian meaning: Unknown - Asallubi etymology:Unknown, meaning: Unknown, possibly ""He of Fire and Water"" - Panigingarra etymology: Unknown presumably Sumerian, possibly Old Babylonian meaning: Unknown, possibly ""Lord of the South Wind"" or ""Lord of the Wind that Carries Fear and Strikes Down""  ""Lord Clad in Terror"" - ","cir-namcub/shir-namcub 𒂡𒉆𒊒/𒂡𒉆𒋗𒌒 possible logographic meaning ""Song that Falls"" or ""Written Song of Praise"" , logographically composed of the signs:"
"Zarpanitu 𒀭𒊬𒉺𒉎𒌈 etymology: Akkadian, meaning: ""The Lady of Zarpan"" or  possibly "" Creatress of Seed""/ in old Babylonian possibly ""Awe-Inspiring Cultivator of the Crossing/Estate""","Zabalam 𒍝𒈽𒀕𒆠/𒈹𒀊 possible logographic meaning ""(Land of) Dwelling of the Jeweled Crown"" or ""(Land of) Precious Dwelling of Inanna"", logographically composed of the signs:"
"Shullat 𒋢𒌌𒆷𒀜/𒀭𒉺 and Hanish 𒀭𒄩𒉌𒅖/𒀭𒈗 /Gapn 𐎂𐎔𐎐 (gpn)and Ugar 𐎜𐎂𐎗(ugr)-
Shullat and Hanish etymology: Unknown, though they were mesopotamian deities meaning: Unknown, possibly logographical meaning Shullat “Helper’s Hand That Quickly Stretches Into the Distance” Hanish “Fearsome Bright Mountain” less plausibly “ Fearsome Mountain Carp”
Gapn and Ugar etymology: Unknown, presumably Semitic, possibly Ugaritic translation of Akkadian meaning: Unknown, possibly ""Vine and Field"" or ""Vineyard and field""","Dimkurkurra/ Babylon 𒆍𒀭𒊏𒆠 • (KA₂.DINGIR.RAki)/Shuanna 𒋗𒀭𒈾 possible logographic meaning (Babylon) ""The Gate of God"", logographically composed of the signs: (Shuanna )""Hand-Heaven"""
,"Shumer/Sumer/Kengir/Shinar 𒆠𒂗𒄀 logographic meaning ""Country/Land of Noble Lords"", logographically composed of the signs:"
"Dagan 𒀭𒁕𒃶 -  etymology: Unknown, possibly Proto-Assyrian meaning: Unknown,in Ugaritic ""dgn""is ""Grain""",Ea -Title of from the house of Ea
"Zababa 𒀭𒍝𒂷𒂷-  etymology: Unknown, meaning: Unknown",An - Title from the house of An
"Isimud 𒀭𒉽𒉣𒈨𒂡𒉽𒉣𒈨𒂡/𒀭𒂗𒉽𒅊𒉣𒈨𒂬𒂗𒉽𒅊𒉣𒈨𒂬𒅊/Usmu/Shulpae -  
Isimud  etymology: Unknown, meaning: Unknown, written as dPAP.SIG7.NUN(.ME) possibly ""Pale Son of the Lord of Battle"", ""Pale Son of the Lord of Silence"",""Pale Son of the Lord of Creation"",""The Foremost Pale Lord of Battle"",""The Foremost Pale Lord of Creation"",""The Foremost Pale Lord of Silence"",""The Foremost Bearded Lord of Silence"",""The Foremost Bearded Lord of Battle"",""The Foremost Bearded Lord of Silence"" written as dPAP.SIG7.NUN.ME.EZEN✕KASKAL ""Pale Son of the Lord of Battle, Song, And Journey"", ""Pale Son of the Lord of Silence, Song, And Journey"", ""Pale Son of the Lord of Creation, Song, And Journey"", ""Pale Son of the Lord of Battle And Campaign Song"",""The Foremost Pale Lord of Battle And Campaign Song"",""The Foremost Bearded Lord of Battle And Campaign Song"",
Usmu etymology: Akkadian for Isimud, meaning: Two-faces
Shulpae etymology: Sumerian, meaning: ""The Youth Shining Forth"", ""The Young One Shining Forth""","Tigris 𒀀𒇉𒈦𒄘𒃼/𒀭𒀀𒇉𒄘𒃼 (Idigna) proposed logographic meaning ""Swift River"", logographically composed of the signs:"
"Asnan/Ashnan𒀭𒊺𒌁/𒀭𒌁𒌁/Ezina𒀭𒊺/Kusu 𒀭𒆬𒁍/𒀭𒆬𒋤/Ezina-Kusu𒀭𒊺𒆬𒁍 -  
Asnan/Ashnan   etymology: Unknown, possibly Akkadian meaning: Unknown, noun for ""grain"", written as "" Divine Forest of Grain""
Ezina etymology: Unknown, possibly Old Babylonian meaning: Unknown, noun for  ""grain"" written as ""Divine Grain""
Kusu  etymology: Unknown, meaning: Unknown, written as ""Who Extends Holiness/Purity""","Euphrates 𒀀𒇉𒌓𒄒𒉣 (Buranun) possible logographic meaning, logographically composed of the signs: ""River-White/Shining-Plum/Leash-Prince/Noble/Best"""
"Musdamma 𒀭𒈲𒁮𒈠 -  etymology: Unknown, possibly Old Babylonian meaning: Unknown, possibly “The Great Chief of Husbandry” “The Serpent Chief of Husbandry” less likely “The Spouse of the Burning Serpent” “The Spouse of the Temple Serpent” 
"," possible logographic meaning, logographically composed of the signs:"
"Kulla 𒋞-  etymology: Sumerian/Old Babylonian, meaning: ""brick"" or more specifically ""mudbrick""","aljar-instrument 𒄑𒀠𒃻/𒀠𒃻- lyre possible logographic meaning, logographically composed of the signs: ""Mattock/Pickaxe""-""To Place"""
"Sumugan/Cakkan 𒀭𒄊-  etymology: Unknown, possibly Proto-Akkadian meaning: Unknown, possibly “ Lord of the Land Path” or “Lord of the Glistening Field”","balaj-drum 𒁆/𒄑𒁆/ba-laj drums 𒀯𒁆 - a type of song and/or a type of harp or drum(percussion instrument) possible logographic meaning, logographically composed of the signs:"
"Ninisinna 𒀭𒎏𒅔𒋛𒈾/𒀭𒎏𒉌𒋛𒅔𒈾-  etymology: Exact Unknown, Sumerian/likely Old Babylonian meaning: ""Mistress of Isin"" or ""Lady of Isin""","sur-priests (𒋪?) possible logographic meaning, logographically composed of the signs: unknown"
"Ninmug 𒀭𒎏𒈮-  etymology: Unknown,  possibly Old Babylonian meaning: Unknown, possibly ""Lady of the Smiths/Metalworkers” or ""Lady of Low Quality Wool” as an allusion to the clothing of smiths
","plectrum 𒄑𒋪  possible logographic meaning, logographically composed of the signs: unknown"
"Namma/Nammu 𒀭𒇉 -  etymology: Unknown, presumably Sumerian meaning: Unknown, possibly ""The Divine Cosmic Waters"", interpreted as "" Lady Creatrix""","harhar 𒄑𒄯𒄯 possible logographic meaning, logographically composed of the signs: ""to grind"" or ""ring (circular object)"""
"Cu-zi-ana/ Shuzianna 𒀭𒋗𒍣𒀭𒈾 -  etymology: Sumerian/Old Babylonian, meaning: ""The Righteous Hand of Heaven""","sabitum 𒄑𒊓𒉈𒌈 possible logographic meaning: ""This String and Crossbeam, logographically composed of the signs:"
"Ninmada(female) 𒀭𒎏𒈠𒁶 -  etymology: Sumerian/Old Babylonian, meaning: ""Lady of the Country""","miritum 𒄑𒈪𒌷𒌈 possible logographic meaning, logographically composed of the signs: Black-City-Crossbeam"
,"Tigi-drums 𒁆𒈜 possible logographic meaning, logographically composed of the signs: Song-Musician"
"Ninti 𒀭𒎏𒋾-  etymology: Sumerian/Old Babylonian, meaning: ""Mistress of Life""","gizi-reeds 𒄀𒍣 logographic meaning, Fine/Fresh/Young Reed, logographically composed of the signs:"
"Ninguna 𒀭𒎏𒁯𒈾-  etymology: Unknown,presumably Sumerian meaning: Unknown, possibly ""The Glistening Lady(of Heaven)"" ""The Speckled Lady(of Heaven)""  ""The Adorned Lady(of Heaven)""","Nirah 𒀭𒈲 possible logographic meaning, logographically composed of the signs: ""The symbol denoting a God or Goddess/Sky/Tall""-""Snake"""
"Namtar/Namtara 𒀭𒉆𒋻-  etymology:  Sumerian/Old Babylonian, meaning: literally ""Fate"", possibly ""Decreer of Fate"" or ""Fate Cutter""","Imdudu 𒀭𒅎𒁺𒁺 possible logographic meaning ""Heavy Wind"" (written in my notes but methodology is missing), logographically composed of the signs: ""The symbol denoting a God or Goddess/Sky/Tall""-""Wind/Rain/Breath/Clay/Mud/Tablet""-""To go/Base/Foundation"""
"Nijir-si 𒀭𒂇𒋛-  etymology: Unknown, meaning: Unknown","ala-drums 𒄑𒀉𒇲 possible logographic meaning, logographically composed of the signs:"
"Ninbarag 𒀭𒎏𒁈-  etymology: Unknown, presumably Sumerian meaning: Unknown, possibly ""Lady/Mistress of Barag"" or ""Lady/Mistress Of the Sanctum""","ub-drums 𒀛/𒀚 possible logographic meaning, logographically composed of the signs:"
"Geshtindudu 𒀭𒃾𒆕𒆕𒂊-   Unknown,presumably Old Babylonian meaning: Unknown, possibly ""The Good Planted/Erected Vine""","Giguna 𒄀𒀕/𒄀𒅗𒈾 possible logographic meaning ""The Reed/Healthy/Firm Dwelling"", logographically composed of the signs:"
"Belili 𒀭𒁁𒇷𒇷-  etymology: Unknown, meaning: Unknown","kukuru containers 𒄞𒆪𒊒 possible logographic meaning, logographically composed of the signs: ""Bull""-To Place/Lay/Spread""-""To Remove"""
"Hienhi-sag 𒀭𒄭𒂗𒄭𒊷 -  etymology: Unknown,presumably Old Babylonian meaning: Unknown,possibly  “Good Lord Who Scatters Goodness” or “Good Lord of the Good Omen”","aga-vessels 𒌓𒅗𒁇𒂇 possible logographic meaning, logographically composed of the signs: ""Shining/White""-""to Shout/Word""-""Out(er) Side/Skin/Body""-""Herald/Tiara"""
"Adagbir 𒀭𒀀𒁖𒁉𒅕 -  etymology: Unknown,presumably Old Babylonian meaning: Unknown, possibly  “The One/He Who Roams (By) Dispersing Water”","tilimda vessels 𒋾𒅆𒁕/𒋾𒅆𒆕 possible logographic meaning, logographically composed of the signs:""To Live/Alive""-""One Thousand""-""Side/Edge"""
"Cul-a-zida 𒀭𒂄𒀉𒍣𒁕-  etymology: Unknown, presumably Old Babylonian meaning: Unknown possibly ""The Righteous Youth""","mes-tree/mesu-trees/Mec-tree 𒈩/𒄑𒈩  possible logographic meaning ""Hero/Youth/Strong Tree"", logographically composed of the signs:"
"Nincubura/Ninshubur/ Ninšubur𒀭𒎏𒋚 -  etymology: Unknown, presumably Old Babylonian meaning:  ""Lady of Subartu"" or ""Lady of Servants/Slaves""","halhal-reed 𒄬𒄬 possible logographic meaning, logographically composed of the signs: ""Basket"" or ""To Divide/Deal Out/Distrubute"""
"Gud-gal-ana 𒀭𒄘𒃲𒀭𒈾-  etymology: Unknown, presumably Old Babylonian meaning: Unknown, possibly ""The Great Bull of Heaven""","Me/meh/mal 𒀭𒈨/𒈨 possible logographic meaning, logographically composed of the signs: (Me)""To be"" or (Isib)Purification Priest/Magician/Spell"
"Erec-ki-gala/Ereshkigal𒀭𒎏𒆠𒃲𒆷/ 𒀭𒊩𒌆𒆠𒃲/Allani -  etymology: Sumerian meaning: ""Queen/Lady of the Great Earth""","goatfish possible logographic meaning,possibly logographically composed of the signs: 𒁰𒍑𒄩(durahnita), 𒈧𒄥𒊏𒋀𒄩(maš₂.gur.ra.ŠEŠ)"
